과거법정동코드	리명	법정동코드	삭제일자	생성일자	순위	시군구명	시도명	읍면동명	법정동명
		1100000000		1988-04-23	11		서울특별시		서울특별시
		1111000000		1988-04-23	1	종로구	서울특별시		서울특별시 종로구
		1111010100		1988-04-23	1	종로구	서울특별시	청운동	서울특별시 종로구 청운동
		1111010200		1988-04-23	2	종로구	서울특별시	신교동	서울특별시 종로구 신교동
		1111010300		1988-04-23	3	종로구	서울특별시	궁정동	서울특별시 종로구 궁정동
		1111010400		1988-04-23	4	종로구	서울특별시	효자동	서울특별시 종로구 효자동
		1111010500		1988-04-23	5	종로구	서울특별시	창성동	서울특별시 종로구 창성동
		1111010600		1988-04-23	6	종로구	서울특별시	통의동	서울특별시 종로구 통의동
		1111010700		1988-04-23	7	종로구	서울특별시	적선동	서울특별시 종로구 적선동
		1111010800		1988-04-23	8	종로구	서울특별시	통인동	서울특별시 종로구 통인동
		1111010900		1988-04-23	9	종로구	서울특별시	누상동	서울특별시 종로구 누상동
		1111011000		1988-04-23	10	종로구	서울특별시	누하동	서울특별시 종로구 누하동
		1111011100		1988-04-23	11	종로구	서울특별시	옥인동	서울특별시 종로구 옥인동
		1111011200		1988-04-23	12	종로구	서울특별시	체부동	서울특별시 종로구 체부동
		1111011300		1988-04-23	13	종로구	서울특별시	필운동	서울특별시 종로구 필운동
		1111011400		1988-04-23	14	종로구	서울특별시	내자동	서울특별시 종로구 내자동
		1111011500		1988-04-23	15	종로구	서울특별시	사직동	서울특별시 종로구 사직동
		1111011600		1998-12-01	16	종로구	서울특별시	도렴동	서울특별시 종로구 도렴동
		1111011700		1998-12-01	17	종로구	서울특별시	당주동	서울특별시 종로구 당주동
		1111011800		1998-12-01	18	종로구	서울특별시	내수동	서울특별시 종로구 내수동
		1111011900		1998-12-01	19	종로구	서울특별시	세종로	서울특별시 종로구 세종로
		1111012000		1998-12-01	20	종로구	서울특별시	신문로1가	서울특별시 종로구 신문로1가
		1111012100		1998-12-01	21	종로구	서울특별시	신문로2가	서울특별시 종로구 신문로2가
		1111012200		1998-12-01	22	종로구	서울특별시	청진동	서울특별시 종로구 청진동
		1111012300		1998-12-01	23	종로구	서울특별시	서린동	서울특별시 종로구 서린동
		1111012400		1998-12-01	24	종로구	서울특별시	수송동	서울특별시 종로구 수송동
		1111012500		1998-12-01	25	종로구	서울특별시	중학동	서울특별시 종로구 중학동
		1111012600		1998-12-01	26	종로구	서울특별시	종로1가	서울특별시 종로구 종로1가
		1111012700		1998-12-01	27	종로구	서울특별시	공평동	서울특별시 종로구 공평동
		1111012800		1998-12-01	28	종로구	서울특별시	관훈동	서울특별시 종로구 관훈동
		1111012900		1998-12-01	29	종로구	서울특별시	견지동	서울특별시 종로구 견지동
		1111013000		1998-12-01	30	종로구	서울특별시	와룡동	서울특별시 종로구 와룡동
		1111013100		1998-12-01	31	종로구	서울특별시	권농동	서울특별시 종로구 권농동
		1111013200		1998-12-01	32	종로구	서울특별시	운니동	서울특별시 종로구 운니동
		1111013300		1998-12-01	33	종로구	서울특별시	익선동	서울특별시 종로구 익선동
		1111013400		1998-12-01	34	종로구	서울특별시	경운동	서울특별시 종로구 경운동
		1111013500		1998-12-01	35	종로구	서울특별시	관철동	서울특별시 종로구 관철동
		1111013600		1998-12-01	36	종로구	서울특별시	인사동	서울특별시 종로구 인사동
		1111013700		1998-12-01	37	종로구	서울특별시	낙원동	서울특별시 종로구 낙원동
		1111013800		1998-12-01	38	종로구	서울특별시	종로2가	서울특별시 종로구 종로2가
		1111013900		1988-04-23	39	종로구	서울특별시	팔판동	서울특별시 종로구 팔판동
		1111014000		1988-04-23	40	종로구	서울특별시	삼청동	서울특별시 종로구 삼청동
		1111014100		1988-04-23	41	종로구	서울특별시	안국동	서울특별시 종로구 안국동
		1111014200		1988-04-23	42	종로구	서울특별시	소격동	서울특별시 종로구 소격동
		1111014300		1988-04-23	43	종로구	서울특별시	화동	서울특별시 종로구 화동
		1111014400		1988-04-23	44	종로구	서울특별시	사간동	서울특별시 종로구 사간동
		1111014500		1988-04-23	45	종로구	서울특별시	송현동	서울특별시 종로구 송현동
		1111014600		1988-04-23	46	종로구	서울특별시	가회동	서울특별시 종로구 가회동
		1111014700		1988-04-23	47	종로구	서울특별시	재동	서울특별시 종로구 재동
		1111014800		1988-04-23	48	종로구	서울특별시	계동	서울특별시 종로구 계동
		1111014900		1988-04-23	49	종로구	서울특별시	원서동	서울특별시 종로구 원서동
		1111015000		1998-12-01	50	종로구	서울특별시	훈정동	서울특별시 종로구 훈정동
		1111015100		1998-12-01	51	종로구	서울특별시	묘동	서울특별시 종로구 묘동
		1111015200		1998-12-01	52	종로구	서울특별시	봉익동	서울특별시 종로구 봉익동
		1111015300		1998-12-01	53	종로구	서울특별시	돈의동	서울특별시 종로구 돈의동
		1111015400		1998-12-01	54	종로구	서울특별시	장사동	서울특별시 종로구 장사동
		1111015500		1998-12-01	55	종로구	서울특별시	관수동	서울특별시 종로구 관수동
		1111015600		1998-12-01	56	종로구	서울특별시	종로3가	서울특별시 종로구 종로3가
		1111015700		1998-12-01	57	종로구	서울특별시	인의동	서울특별시 종로구 인의동
		1111015800		1998-12-01	58	종로구	서울특별시	예지동	서울특별시 종로구 예지동
		1111015900		1998-12-01	59	종로구	서울특별시	원남동	서울특별시 종로구 원남동
		1111016000		1988-04-23	60	종로구	서울특별시	연지동	서울특별시 종로구 연지동
		1111016100		1998-12-01	61	종로구	서울특별시	종로4가	서울특별시 종로구 종로4가
		1111016200		1988-04-23	62	종로구	서울특별시	효제동	서울특별시 종로구 효제동
		1111016300		1988-04-23	63	종로구	서울특별시	종로5가	서울특별시 종로구 종로5가
		1111016400		1988-04-23	64	종로구	서울특별시	종로6가	서울특별시 종로구 종로6가
		1111016500		1988-04-23	65	종로구	서울특별시	이화동	서울특별시 종로구 이화동
		1111016600		1988-04-23	66	종로구	서울특별시	연건동	서울특별시 종로구 연건동
		1111016700		1988-04-23	67	종로구	서울특별시	충신동	서울특별시 종로구 충신동
		1111016800		1988-04-23	68	종로구	서울특별시	동숭동	서울특별시 종로구 동숭동
		1111016900		1988-04-23	69	종로구	서울특별시	혜화동	서울특별시 종로구 혜화동
		1111017000		1988-04-23	70	종로구	서울특별시	명륜1가	서울특별시 종로구 명륜1가
		1111017100		1988-04-23	71	종로구	서울특별시	명륜2가	서울특별시 종로구 명륜2가
		1111017200		1988-04-23	72	종로구	서울특별시	명륜4가	서울특별시 종로구 명륜4가
		1111017300		1988-04-23	73	종로구	서울특별시	명륜3가	서울특별시 종로구 명륜3가
		1111017400		1988-04-23	74	종로구	서울특별시	창신동	서울특별시 종로구 창신동
		1111017500		1988-04-23	75	종로구	서울특별시	숭인동	서울특별시 종로구 숭인동
		1111017600		1988-04-23	76	종로구	서울특별시	교남동	서울특별시 종로구 교남동
		1111017700		1988-04-23	77	종로구	서울특별시	평동	서울특별시 종로구 평동
		1111017800		1988-04-23	78	종로구	서울특별시	송월동	서울특별시 종로구 송월동
		1111017900		1988-04-23	79	종로구	서울특별시	홍파동	서울특별시 종로구 홍파동
		1111018000		1988-04-23	80	종로구	서울특별시	교북동	서울특별시 종로구 교북동
		1111018100		1988-04-23	81	종로구	서울특별시	행촌동	서울특별시 종로구 행촌동
		1111018200		1988-04-23	82	종로구	서울특별시	구기동	서울특별시 종로구 구기동
		1111018300		1988-04-23	83	종로구	서울특별시	평창동	서울특별시 종로구 평창동
		1111018400		1988-04-23	84	종로구	서울특별시	부암동	서울특별시 종로구 부암동
		1111018500		1988-04-23	85	종로구	서울특별시	홍지동	서울특별시 종로구 홍지동
		1111018600		1988-04-23	86	종로구	서울특별시	신영동	서울특별시 종로구 신영동
		1111018700		1988-04-23	87	종로구	서울특별시	무악동	서울특별시 종로구 무악동
		1114000000		1988-04-23	2	중구	서울특별시		서울특별시 중구
		1114010100		1998-09-14	1	중구	서울특별시	무교동	서울특별시 중구 무교동
		1114010200		1998-09-14	2	중구	서울특별시	다동	서울특별시 중구 다동
		1114010300		1998-09-14	3	중구	서울특별시	태평로1가	서울특별시 중구 태평로1가
		1114010400		1998-09-14	4	중구	서울특별시	을지로1가	서울특별시 중구 을지로1가
		1114010500		1998-09-14	5	중구	서울특별시	을지로2가	서울특별시 중구 을지로2가
		1114010600		1998-09-14	6	중구	서울특별시	남대문로1가	서울특별시 중구 남대문로1가
		1114010700		1998-09-14	7	중구	서울특별시	삼각동	서울특별시 중구 삼각동
		1114010800		1998-09-14	8	중구	서울특별시	수하동	서울특별시 중구 수하동
		1114010900		1998-09-14	9	중구	서울특별시	장교동	서울특별시 중구 장교동
		1114011000		1998-09-14	10	중구	서울특별시	수표동	서울특별시 중구 수표동
		1114011100		1988-04-23	11	중구	서울특별시	소공동	서울특별시 중구 소공동
		1114011200		1988-04-23	12	중구	서울특별시	남창동	서울특별시 중구 남창동
		1114011300		1988-04-23	13	중구	서울특별시	북창동	서울특별시 중구 북창동
		1114011400		1988-04-23	14	중구	서울특별시	태평로2가	서울특별시 중구 태평로2가
		1114011500		1998-09-14	15	중구	서울특별시	남대문로2가	서울특별시 중구 남대문로2가
		1114011600		1988-04-23	16	중구	서울특별시	남대문로3가	서울특별시 중구 남대문로3가
		1114011700		1988-04-23	17	중구	서울특별시	남대문로4가	서울특별시 중구 남대문로4가
		1114011800		1998-09-14	18	중구	서울특별시	남대문로5가	서울특별시 중구 남대문로5가
		1114011900		1998-09-14	19	중구	서울특별시	봉래동1가	서울특별시 중구 봉래동1가
		1114012000		1998-09-14	20	중구	서울특별시	봉래동2가	서울특별시 중구 봉래동2가
		1114012100		1988-04-23	21	중구	서울특별시	회현동1가	서울특별시 중구 회현동1가
		1114012200		1988-04-23	22	중구	서울특별시	회현동2가	서울특별시 중구 회현동2가
		1114012300		1988-04-23	23	중구	서울특별시	회현동3가	서울특별시 중구 회현동3가
		1114012400		1988-04-23	24	중구	서울특별시	충무로1가	서울특별시 중구 충무로1가
		1114012500		1988-04-23	25	중구	서울특별시	충무로2가	서울특별시 중구 충무로2가
		1114012600		1988-04-23	26	중구	서울특별시	명동1가	서울특별시 중구 명동1가
		1114012700		1988-04-23	27	중구	서울특별시	명동2가	서울특별시 중구 명동2가
		1114012800		1988-04-23	28	중구	서울특별시	남산동1가	서울특별시 중구 남산동1가
		1114012900		1988-04-23	29	중구	서울특별시	남산동2가	서울특별시 중구 남산동2가
		1114013000		1988-04-23	30	중구	서울특별시	남산동3가	서울특별시 중구 남산동3가
		1114013100		1988-04-23	31	중구	서울특별시	저동1가	서울특별시 중구 저동1가
		1114013200		1998-09-14	32	중구	서울특별시	충무로4가	서울특별시 중구 충무로4가
		1114013300		1998-09-14	33	중구	서울특별시	충무로5가	서울특별시 중구 충무로5가
		1114013400		1998-09-14	34	중구	서울특별시	인현동2가	서울특별시 중구 인현동2가
		1114013500		1998-09-14	35	중구	서울특별시	예관동	서울특별시 중구 예관동
		1114013600		1988-04-23	36	중구	서울특별시	묵정동	서울특별시 중구 묵정동
		1114013700		1988-04-23	37	중구	서울특별시	필동1가	서울특별시 중구 필동1가
		1114013800		1988-04-23	38	중구	서울특별시	필동2가	서울특별시 중구 필동2가
		1114013900		1988-04-23	39	중구	서울특별시	필동3가	서울특별시 중구 필동3가
		1114014000		1988-04-23	40	중구	서울특별시	남학동	서울특별시 중구 남학동
		1114014100		1988-04-23	41	중구	서울특별시	주자동	서울특별시 중구 주자동
		1114014200		1988-04-23	42	중구	서울특별시	예장동	서울특별시 중구 예장동
		1114014300		1988-04-23	43	중구	서울특별시	장충동1가	서울특별시 중구 장충동1가
		1114014400		1988-04-23	44	중구	서울특별시	장충동2가	서울특별시 중구 장충동2가
		1114014500		1988-04-23	45	중구	서울특별시	광희동1가	서울특별시 중구 광희동1가
		1114014600		1988-04-23	46	중구	서울특별시	광희동2가	서울특별시 중구 광희동2가
		1114014700		1988-04-23	47	중구	서울특별시	쌍림동	서울특별시 중구 쌍림동
		1114014800		1988-04-23	48	중구	서울특별시	을지로6가	서울특별시 중구 을지로6가
		1114014900		1988-04-23	49	중구	서울특별시	을지로7가	서울특별시 중구 을지로7가
		1114015000		1988-04-23	50	중구	서울특별시	을지로4가	서울특별시 중구 을지로4가
		1114015100		1988-04-23	51	중구	서울특별시	을지로5가	서울특별시 중구 을지로5가
		1114015200		1988-04-23	52	중구	서울특별시	주교동	서울특별시 중구 주교동
		1114015300		1988-04-23	53	중구	서울특별시	방산동	서울특별시 중구 방산동
		1114015400		1998-09-14	54	중구	서울특별시	오장동	서울특별시 중구 오장동
		1114015500		1988-04-23	55	중구	서울특별시	을지로3가	서울특별시 중구 을지로3가
		1114015600		1988-04-23	56	중구	서울특별시	입정동	서울특별시 중구 입정동
		1114015700		1988-04-23	57	중구	서울특별시	산림동	서울특별시 중구 산림동
		1114015800		1988-04-23	58	중구	서울특별시	충무로3가	서울특별시 중구 충무로3가
		1114015900		1988-04-23	59	중구	서울특별시	초동	서울특별시 중구 초동
		1114016000		1988-04-23	60	중구	서울특별시	인현동1가	서울특별시 중구 인현동1가
		1114016100		1988-04-23	61	중구	서울특별시	저동2가	서울특별시 중구 저동2가
		1114016200		1988-04-23	62	중구	서울특별시	신당동	서울특별시 중구 신당동
		1114016300		1988-04-23	63	중구	서울특별시	흥인동	서울특별시 중구 흥인동
		1114016400		1988-04-23	64	중구	서울특별시	무학동	서울특별시 중구 무학동
		1114016500		1988-04-23	65	중구	서울특별시	황학동	서울특별시 중구 황학동
		1114016600		1988-04-23	66	중구	서울특별시	서소문동	서울특별시 중구 서소문동
		1114016700		1988-04-23	67	중구	서울특별시	정동	서울특별시 중구 정동
		1114016800		1998-09-14	68	중구	서울특별시	순화동	서울특별시 중구 순화동
		1114016900		1988-04-23	69	중구	서울특별시	의주로1가	서울특별시 중구 의주로1가
		1114017000		1988-04-23	70	중구	서울특별시	충정로1가	서울특별시 중구 충정로1가
		1114017100		1988-04-23	71	중구	서울특별시	중림동	서울특별시 중구 중림동
		1114017200		1988-04-23	72	중구	서울특별시	의주로2가	서울특별시 중구 의주로2가
		1114017300		1988-04-23	73	중구	서울특별시	만리동1가	서울특별시 중구 만리동1가
		1114017400		1988-04-23	74	중구	서울특별시	만리동2가	서울특별시 중구 만리동2가
		1117000000		1988-04-23	3	용산구	서울특별시		서울특별시 용산구
		1117010100		1988-04-23	1	용산구	서울특별시	후암동	서울특별시 용산구 후암동
		1117010200		1988-04-23	2	용산구	서울특별시	용산동2가	서울특별시 용산구 용산동2가
		1117010300		1988-04-23	3	용산구	서울특별시	용산동4가	서울특별시 용산구 용산동4가
		1117010400		1988-04-23	4	용산구	서울특별시	갈월동	서울특별시 용산구 갈월동
		1117010500		1988-04-23	5	용산구	서울특별시	남영동	서울특별시 용산구 남영동
		1117010600		1988-04-23	6	용산구	서울특별시	용산동1가	서울특별시 용산구 용산동1가
		1117010700		1988-04-23	7	용산구	서울특별시	동자동	서울특별시 용산구 동자동
		1117010800		1988-04-23	8	용산구	서울특별시	서계동	서울특별시 용산구 서계동
		1117010900		1988-04-23	9	용산구	서울특별시	청파동1가	서울특별시 용산구 청파동1가
		1117011000		1988-04-23	10	용산구	서울특별시	청파동2가	서울특별시 용산구 청파동2가
		1117011100		1988-04-23	11	용산구	서울특별시	청파동3가	서울특별시 용산구 청파동3가
		1117011200		1988-04-23	12	용산구	서울특별시	원효로1가	서울특별시 용산구 원효로1가
		1117011300		1988-04-23	13	용산구	서울특별시	원효로2가	서울특별시 용산구 원효로2가
		1117011400		1988-04-23	14	용산구	서울특별시	신창동	서울특별시 용산구 신창동
		1117011500		1988-04-23	15	용산구	서울특별시	산천동	서울특별시 용산구 산천동
		1117011600		1988-04-23	16	용산구	서울특별시	청암동	서울특별시 용산구 청암동
		1117011700		1988-04-23	17	용산구	서울특별시	원효로3가	서울특별시 용산구 원효로3가
		1117011800		1988-04-23	18	용산구	서울특별시	원효로4가	서울특별시 용산구 원효로4가
		1117011900		1988-04-23	19	용산구	서울특별시	효창동	서울특별시 용산구 효창동
		1117012000		1988-04-23	20	용산구	서울특별시	도원동	서울특별시 용산구 도원동
		1117012100		1988-04-23	21	용산구	서울특별시	용문동	서울특별시 용산구 용문동
		1117012200		1988-04-23	22	용산구	서울특별시	문배동	서울특별시 용산구 문배동
		1117012300		1988-04-23	23	용산구	서울특별시	신계동	서울특별시 용산구 신계동
		1117012400		1988-04-23	24	용산구	서울특별시	한강로1가	서울특별시 용산구 한강로1가
		1117012500		1988-04-23	25	용산구	서울특별시	한강로2가	서울특별시 용산구 한강로2가
		1117012600		1988-04-23	26	용산구	서울특별시	용산동3가	서울특별시 용산구 용산동3가
		1117012700		1988-04-23	27	용산구	서울특별시	용산동5가	서울특별시 용산구 용산동5가
		1117012800		1988-04-23	28	용산구	서울특별시	한강로3가	서울특별시 용산구 한강로3가
		1117012900		1988-04-23	29	용산구	서울특별시	이촌동	서울특별시 용산구 이촌동
		1117013000		1988-04-23	30	용산구	서울특별시	이태원동	서울특별시 용산구 이태원동
		1117013100		1988-04-23	31	용산구	서울특별시	한남동	서울특별시 용산구 한남동
		1117013200		1988-04-23	32	용산구	서울특별시	동빙고동	서울특별시 용산구 동빙고동
		1117013300		1988-04-23	33	용산구	서울특별시	서빙고동	서울특별시 용산구 서빙고동
		1117013400		1988-04-23	34	용산구	서울특별시	주성동	서울특별시 용산구 주성동
		1117013500		1988-04-23	35	용산구	서울특별시	용산동6가	서울특별시 용산구 용산동6가
		1117013600		1988-04-23	36	용산구	서울특별시	보광동	서울특별시 용산구 보광동
		1120000000		1988-04-23	4	성동구	서울특별시		서울특별시 성동구
		1120010100		1988-04-23	1	성동구	서울특별시	상왕십리동	서울특별시 성동구 상왕십리동
		1120010200		1988-04-23	2	성동구	서울특별시	하왕십리동	서울특별시 성동구 하왕십리동
		1120010300		1988-04-23	3	성동구	서울특별시	홍익동	서울특별시 성동구 홍익동
		1120010400		1988-04-23	4	성동구	서울특별시	도선동	서울특별시 성동구 도선동
		1120010500		1988-04-23	5	성동구	서울특별시	마장동	서울특별시 성동구 마장동
		1120010600		1988-04-23	6	성동구	서울특별시	사근동	서울특별시 성동구 사근동
		1120010700		1988-04-23	7	성동구	서울특별시	행당동	서울특별시 성동구 행당동
		1120010800		1988-04-23	8	성동구	서울특별시	응봉동	서울특별시 성동구 응봉동
		1120010900		1988-04-23	9	성동구	서울특별시	금호동1가	서울특별시 성동구 금호동1가
		1120011000		1988-04-23	10	성동구	서울특별시	금호동2가	서울특별시 성동구 금호동2가
		1120011100		1988-04-23	11	성동구	서울특별시	금호동3가	서울특별시 성동구 금호동3가
		1120011200		1988-04-23	12	성동구	서울특별시	금호동4가	서울특별시 성동구 금호동4가
		1120011300		1988-04-23	13	성동구	서울특별시	옥수동	서울특별시 성동구 옥수동
		1120011400		1988-04-23	14	성동구	서울특별시	성수동1가	서울특별시 성동구 성수동1가
		1120011500		1988-04-23	15	성동구	서울특별시	성수동2가	서울특별시 성동구 성수동2가
		1120011800		1988-04-23	16	성동구	서울특별시	송정동	서울특별시 성동구 송정동
		1120012200		1988-04-23	17	성동구	서울특별시	용답동	서울특별시 성동구 용답동
		1121500000			5	광진구	서울특별시		서울특별시 광진구
1120012000		1121510100			1	광진구	서울특별시	중곡동	서울특별시 광진구 중곡동
1120012100		1121510200			2	광진구	서울특별시	능동	서울특별시 광진구 능동
1120012400		1121510300			3	광진구	서울특별시	구의동	서울특별시 광진구 구의동
1120012300		1121510400			4	광진구	서울특별시	광장동	서울특별시 광진구 광장동
1120012500		1121510500			5	광진구	서울특별시	자양동	서울특별시 광진구 자양동
1120011600		1121510700			7	광진구	서울특별시	화양동	서울특별시 광진구 화양동
1120011900		1121510900			9	광진구	서울특별시	군자동	서울특별시 광진구 군자동
		1123000000		1988-04-23	6	동대문구	서울특별시		서울특별시 동대문구
		1123010100		1988-04-23	1	동대문구	서울특별시	신설동	서울특별시 동대문구 신설동
		1123010200		1988-04-23	2	동대문구	서울특별시	용두동	서울특별시 동대문구 용두동
		1123010300		1988-04-23	3	동대문구	서울특별시	제기동	서울특별시 동대문구 제기동
		1123010400		1988-04-23	4	동대문구	서울특별시	전농동	서울특별시 동대문구 전농동
		1123010500		1988-04-23	5	동대문구	서울특별시	답십리동	서울특별시 동대문구 답십리동
		1123010600		1988-04-23	6	동대문구	서울특별시	장안동	서울특별시 동대문구 장안동
		1123010700		1988-04-23	7	동대문구	서울특별시	청량리동	서울특별시 동대문구 청량리동
		1123010800		1988-04-23	8	동대문구	서울특별시	회기동	서울특별시 동대문구 회기동
		1123010900		1988-04-23	9	동대문구	서울특별시	휘경동	서울특별시 동대문구 휘경동
		1123011000		1988-04-23	10	동대문구	서울특별시	이문동	서울특별시 동대문구 이문동
		1126000000		1988-04-23	7	중랑구	서울특별시		서울특별시 중랑구
		1126010100		1988-04-23	1	중랑구	서울특별시	면목동	서울특별시 중랑구 면목동
		1126010200		1988-04-23	2	중랑구	서울특별시	상봉동	서울특별시 중랑구 상봉동
		1126010300		1988-04-23	3	중랑구	서울특별시	중화동	서울특별시 중랑구 중화동
		1126010400		1988-04-23	4	중랑구	서울특별시	묵동	서울특별시 중랑구 묵동
		1126010500		1988-04-23	5	중랑구	서울특별시	망우동	서울특별시 중랑구 망우동
		1126010600		1996-03-01	6	중랑구	서울특별시	신내동	서울특별시 중랑구 신내동
		1129000000		1988-04-23	8	성북구	서울특별시		서울특별시 성북구
		1129010100		1988-04-23	1	성북구	서울특별시	성북동	서울특별시 성북구 성북동
		1129010200		1988-04-23	2	성북구	서울특별시	성북동1가	서울특별시 성북구 성북동1가
		1129010300		1988-04-23	3	성북구	서울특별시	돈암동	서울특별시 성북구 돈암동
		1129010400		1988-04-23	4	성북구	서울특별시	동소문동1가	서울특별시 성북구 동소문동1가
		1129010500		1988-04-23	5	성북구	서울특별시	동소문동2가	서울특별시 성북구 동소문동2가
		1129010600		1988-04-23	6	성북구	서울특별시	동소문동3가	서울특별시 성북구 동소문동3가
		1129010700		1988-04-23	7	성북구	서울특별시	동소문동4가	서울특별시 성북구 동소문동4가
		1129010800		1988-04-23	8	성북구	서울특별시	동소문동5가	서울특별시 성북구 동소문동5가
		1129010900		1988-04-23	9	성북구	서울특별시	동소문동6가	서울특별시 성북구 동소문동6가
		1129011000		1988-04-23	10	성북구	서울특별시	동소문동7가	서울특별시 성북구 동소문동7가
		1129011100		1988-04-23	11	성북구	서울특별시	삼선동1가	서울특별시 성북구 삼선동1가
		1129011200		1988-04-23	12	성북구	서울특별시	삼선동2가	서울특별시 성북구 삼선동2가
		1129011300		1988-04-23	13	성북구	서울특별시	삼선동3가	서울특별시 성북구 삼선동3가
		1129011400		1988-04-23	14	성북구	서울특별시	삼선동4가	서울특별시 성북구 삼선동4가
		1129011500		1988-04-23	15	성북구	서울특별시	삼선동5가	서울특별시 성북구 삼선동5가
		1129011600		1988-04-23	16	성북구	서울특별시	동선동1가	서울특별시 성북구 동선동1가
		1129011700		1988-04-23	17	성북구	서울특별시	동선동2가	서울특별시 성북구 동선동2가
		1129011800		1988-04-23	18	성북구	서울특별시	동선동3가	서울특별시 성북구 동선동3가
		1129011900		1988-04-23	19	성북구	서울특별시	동선동4가	서울특별시 성북구 동선동4가
		1129012000		1988-04-23	20	성북구	서울특별시	동선동5가	서울특별시 성북구 동선동5가
		1129012100		1988-04-23	21	성북구	서울특별시	안암동1가	서울특별시 성북구 안암동1가
		1129012200		1988-04-23	22	성북구	서울특별시	안암동2가	서울특별시 성북구 안암동2가
		1129012300		1988-04-23	23	성북구	서울특별시	안암동3가	서울특별시 성북구 안암동3가
		1129012400		1988-04-23	24	성북구	서울특별시	안암동4가	서울특별시 성북구 안암동4가
		1129012500		1988-04-23	25	성북구	서울특별시	안암동5가	서울특별시 성북구 안암동5가
		1129012600		1988-04-23	26	성북구	서울특별시	보문동4가	서울특별시 성북구 보문동4가
		1129012700		1988-04-23	27	성북구	서울특별시	보문동5가	서울특별시 성북구 보문동5가
		1129012800		1988-04-23	28	성북구	서울특별시	보문동6가	서울특별시 성북구 보문동6가
		1129012900		1988-04-23	29	성북구	서울특별시	보문동7가	서울특별시 성북구 보문동7가
		1129013000		1988-04-23	30	성북구	서울특별시	보문동1가	서울특별시 성북구 보문동1가
		1129013100		1988-04-23	31	성북구	서울특별시	보문동2가	서울특별시 성북구 보문동2가
		1129013200		1988-04-23	32	성북구	서울특별시	보문동3가	서울특별시 성북구 보문동3가
		1129013300		1988-04-23	33	성북구	서울특별시	정릉동	서울특별시 성북구 정릉동
		1129013400		1988-04-23	34	성북구	서울특별시	길음동	서울특별시 성북구 길음동
		1129013500		1988-04-23	35	성북구	서울특별시	종암동	서울특별시 성북구 종암동
		1129013600		1989-04-27	36	성북구	서울특별시	하월곡동	서울특별시 성북구 하월곡동
		1129013700		1988-04-23	37	성북구	서울특별시	상월곡동	서울특별시 성북구 상월곡동
		1129013800		1988-04-23	38	성북구	서울특별시	장위동	서울특별시 성북구 장위동
		1129013900		1988-04-23	39	성북구	서울특별시	석관동	서울특별시 성북구 석관동
		1130500000		1995-03-01	9	강북구	서울특별시		서울특별시 강북구
		1130510100		1998-09-28	1	강북구	서울특별시	미아동	서울특별시 강북구 미아동
		1130510200		1995-03-01	2	강북구	서울특별시	번동	서울특별시 강북구 번동
		1130510300		1995-03-01	3	강북구	서울특별시	수유동	서울특별시 강북구 수유동
		1130510400		1995-03-01	4	강북구	서울특별시	우이동	서울특별시 강북구 우이동
		1132000000		1988-04-23	10	도봉구	서울특별시		서울특별시 도봉구
		1132010500		1988-04-23	1	도봉구	서울특별시	쌍문동	서울특별시 도봉구 쌍문동
		1132010600		1988-04-23	2	도봉구	서울특별시	방학동	서울특별시 도봉구 방학동
		1132010700		1989-01-01	3	도봉구	서울특별시	창동	서울특별시 도봉구 창동
		1132010800		1989-01-01	4	도봉구	서울특별시	도봉동	서울특별시 도봉구 도봉동
		1135000000			11	노원구	서울특별시		서울특별시 노원구
		1135010200			1	노원구	서울특별시	월계동	서울특별시 노원구 월계동
		1135010300			2	노원구	서울특별시	공릉동	서울특별시 노원구 공릉동
		1135010400			3	노원구	서울특별시	하계동	서울특별시 노원구 하계동
		1135010500			4	노원구	서울특별시	상계동	서울특별시 노원구 상계동
		1135010600			5	노원구	서울특별시	중계동	서울특별시 노원구 중계동
		1138000000		1988-04-23	12	은평구	서울특별시		서울특별시 은평구
		1138010100		1988-04-23	1	은평구	서울특별시	수색동	서울특별시 은평구 수색동
		1138010200		1988-04-23	2	은평구	서울특별시	녹번동	서울특별시 은평구 녹번동
		1138010300		1988-04-23	3	은평구	서울특별시	불광동	서울특별시 은평구 불광동
		1138010400		1989-06-01	4	은평구	서울특별시	갈현동	서울특별시 은평구 갈현동
		1138010500		1988-04-23	5	은평구	서울특별시	구산동	서울특별시 은평구 구산동
		1138010600		1988-04-23	6	은평구	서울특별시	대조동	서울특별시 은평구 대조동
		1138010700		1988-04-23	7	은평구	서울특별시	응암동	서울특별시 은평구 응암동
		1138010800		1988-04-23	8	은평구	서울특별시	역촌동	서울특별시 은평구 역촌동
		1138010900		1989-09-01	9	은평구	서울특별시	신사동	서울특별시 은평구 신사동
		1138011000		1988-04-23	10	은평구	서울특별시	증산동	서울특별시 은평구 증산동
		1138011400		2007-08-13		은평구	서울특별시	진관동	서울특별시 은평구 진관동
		1141000000		1988-04-23	13	서대문구	서울특별시		서울특별시 서대문구
		1141010100		1988-04-23	1	서대문구	서울특별시	충정로2가	서울특별시 서대문구 충정로2가
		1141010200		1988-04-23	2	서대문구	서울특별시	충정로3가	서울특별시 서대문구 충정로3가
		1141010300		1988-04-23	3	서대문구	서울특별시	합동	서울특별시 서대문구 합동
		1141010400		1988-04-23	4	서대문구	서울특별시	미근동	서울특별시 서대문구 미근동
